,site_number,RAAD_type_number,RAAD_form,origin,contents,southampton_type_number,frequency,origin_h1,origin_h2,raad_type_start_date,raad_type_end_date,site_name_modern,site_name_ancient,modern_country,roman_province,pleiades,dare,vici,lat,long,major_site_type,minor_site_type,site_start_date,site_end_date,quantification_method,quantification_abbreviation,total_assemblage_size,reference
403,33,201,haltern 70,iberian peninsula - guadalquivir,defrutum or olives,127,30,iberianpeninsula,guadalquivir,-80.0,200.0,kempten,cambodunum,austria,raetia,187335.0,,,47.723790811,10.311208742,settlement,civitas capital,1,400,"rims, bases, and handles",rbh,2071,"schimmer, f. (2012). amphoren aus cambodunum/kempten: ein beitrag zur handelsgeschichte der rˆmischen provinz raetia. (m¸nchner beitr‰ge zur provinzialrˆmischen arch‰ologie 1). wiesbaden."
404,33,244,fishsauce,iberian peninsula - south,fish sauce,,207,iberianpeninsula,south,,,kempten,cambodunum,austria,raetia,187335.0,,,47.723790811,10.311208742,settlement,civitas capital,1,400,"rims, bases, and handles",rbh,2071,"schimmer, f. (2012). amphoren aus cambodunum/kempten: ein beitrag zur handelsgeschichte der rˆmischen provinz raetia. (m¸nchner beitr‰ge zur provinzialrˆmischen arch‰ologie 1). wiesbaden."
405,33,265,dressel 2-4,unknown,wine,,72,unknown,,,,kempten,cambodunum,austria,raetia,187335.0,,,47.723790811,10.311208742,settlement,civitas capital,1,400,"rims, bases, and handles",rbh,2071,"schimmer, f. (2012). amphoren aus cambodunum/kempten: ein beitrag zur handelsgeschichte der rˆmischen provinz raetia. (m¸nchner beitr‰ge zur provinzialrˆmischen arch‰ologie 1). wiesbaden."
406,33,267,unknown,unknown,unknown,,64,unknown,,,,kempten,cambodunum,austria,raetia,187335.0,,,47.723790811,10.311208742,settlement,civitas capital,1,400,"rims, bases, and handles",rbh,2071,"schimmer, f. (2012). amphoren aus cambodunum/kempten: ein beitrag zur handelsgeschichte der rˆmischen provinz raetia. (m¸nchner beitr‰ge zur provinzialrˆmischen arch‰ologie 1). wiesbaden."
407,39,11,kapitan 2,em,wine,134,1,em,,200.0,400.0,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
408,39,31,camulodunum 184/rhodian,em - rhodes,wine,198,4,em,rhodes,-25.0,150.0,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
409,39,34,unknown,em - unknown,unknown,,1,em,unknown,,,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
410,39,43,dressel 28,gaul,wine,88,3,gaul,,15.0,150.0,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
411,39,45,gauloise 1,gaul,wine,105,1,gaul,,1.0,300.0,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
412,39,49,gauloise 3,gaul,wine,115,1,gaul,,1.0,100.0,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
413,39,52,gauloise 4/ pelichet 47,gaul,wine,116,23,gaul,,50.0,300.0,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
414,39,53,gauloise 5,gaul,wine,119,3,gaul,,50.0,200.0,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
415,39,72,dressel 9 sim,gaul - lyon,fish sauce,100,3,gaul,lyon,1.0,100.0,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
416,39,94,unknown,gaul - marseille,unknown,,3,gaul,marseille,,,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
417,39,95,unknown,gaul - unknown,unknown,,6,gaul,unknown,,,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
418,39,129,dressel 1,italy,wine,61,18,italy,,-140.0,-15.0,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
419,39,135,dressel 2-4,italy,wine,78,10,italy,,-70.0,200.0,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
420,39,174,byzacene,north africa,unknown,,7,northafrica,,,,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
421,39,175,dressel 30/ keay 1b,north africa,wine,90,3,northafrica,,275.0,400.0,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
422,39,178,maòa c/ vindonissa 592/ cintas 312/ pompei xl/ augst 61,north africa,fish sauce,219,1,northafrica,,1.0,125.0,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
423,39,196,dressel 20,iberian peninsula - guadalquivir,olive oil,81,90,iberianpeninsula,guadalquivir,15.0,265.0,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
424,39,201,haltern 70,iberian peninsula - guadalquivir,defrutum or olives,127,5,iberianpeninsula,guadalquivir,-80.0,200.0,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
425,39,224,beltran iia/ pelichet 46,iberian peninsula - south,fish sauce,43,11,iberianpeninsula,south,10.0,150.0,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
426,39,225,beltran iib,iberian peninsula - south,fish sauce,44,1,iberianpeninsula,south,15.0,150.0,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
427,39,230,dressel 12,iberian peninsula - south,fish sauce,64,3,iberianpeninsula,south,-50.0,200.0,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
428,39,235,dressel 7,iberian peninsula - south,fish sauce,97,6,iberianpeninsula,south,-30.0,75.0,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
429,39,259,pascual 1,iberian peninsula - tarraconensis,wine,185,5,iberianpeninsula,tarraconensis,-50.0,100.0,metz,divodurum,france,gallia belgica,108927.0,,,49.11559051,6.174285331,settlement,civitas capital,1,400,minimum number of individuals,mni,209,"baudoux, j. (1996). les amphores du nord-est de la gaule (territoire franáais): contribution ‡ líhistoire de líèconomie provinciale sous líempire romain (documents díarchèologie franáaise 52). paris."
430,78,11,kapitan 2,em,wine,134,1,em,,200.0,400.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
431,78,28,kingsholm 117/camulodunum 189/carrot/schˆne-mau xv,em - levant,fruit,51,1,em,levant,-10.0,150.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
432,78,31,camulodunum 184/rhodian,em - rhodes,wine,198,4,em,rhodes,-25.0,150.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
433,78,35,chalk 6/ augst 53,em?,unknown,54,1,em,,200.0,400.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
434,78,39,dressel 10 sim,gaul,fish sauce,100,4,gaul,,1.0,100.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
435,78,52,gauloise 4/ pelichet 47,gaul,wine,116,33,gaul,,50.0,300.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
436,78,53,gauloise 5,gaul,wine,119,1,gaul,,50.0,200.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
437,78,56,ha 70 sim,gaul,defrutum/olives,128,1,gaul,,20.0,150.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
438,78,57,london 555/augst 21/haltern 70 sim,gaul,defrutum/olives,128,4,gaul,,20.0,150.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
439,78,68,lyon 5/ dressel 16,gaul - frejus,fish sauce,66,1,gaul,frejus,1.0,150.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
440,78,72,dressel 9 sim,gaul - lyon,fish sauce,100,3,gaul,lyon,1.0,100.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
441,78,81,lyon 4/augst 17,gaul - lyon,fish sauce or defrutum,31,1,gaul,lyon,1.0,200.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
442,78,85,unknown,gaul - lyon,unknown,,4,gaul,lyon,,,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
443,78,105,dressel 20 sim,germania - rhineland,unknown,,142,germania,rhineland,150.0,250.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
444,78,106,flat bottom (niederbieber 74/75),germania - rhineland,unknown,,14,germania,rhineland,100.0,250.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
445,78,128,camulodunum 176,italy,wine,50,5,italy,,50.0,150.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
446,78,135,dressel 2-4,italy,wine,78,4,italy,,-70.0,200.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
447,78,166,africana i,north africa,olive oil,1,1,northafrica,,150.0,300.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
448,78,167,africana ii,north africa,olive oil,2,2,northafrica,,150.0,300.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
449,78,175,dressel 30/ keay 1b,north africa,wine,90,1,northafrica,,275.0,400.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
450,78,196,dressel 20,iberian peninsula - guadalquivir,olive oil,81,220,iberianpeninsula,guadalquivir,15.0,265.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
451,78,198,dressel 23,iberian peninsula - guadalquivir,olive oil,84,1,iberianpeninsula,guadalquivir,260.0,550.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
452,78,201,haltern 70,iberian peninsula - guadalquivir,defrutum or olives,127,9,iberianpeninsula,guadalquivir,-80.0,200.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
453,78,211,keay 23,iberian peninsula - lusitania,unknown,,1,iberianpeninsula,lusitania,300.0,450.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
454,78,224,beltran iia/ pelichet 46,iberian peninsula - south,fish sauce,43,3,iberianpeninsula,south,10.0,150.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
455,78,233,dressel 2-4,iberian peninsula - south,wine,71,3,iberianpeninsula,south,-30.0,150.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
456,78,236,dressel 7-11,iberian peninsula - south,fish sauce,"97, 98, 99, 62, or 63",13,iberianpeninsula,south,-30.0,75.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
457,78,240,dressel 8,iberian peninsula - south,fish sauce,98,1,iberianpeninsula,south,-15.0,75.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
458,78,248,pompeii vii/ vindonissa 586,iberian peninsula - south,fish sauce,98,3,iberianpeninsula,south,-15.0,75.0,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
459,78,267,unknown,unknown,unknown,,4,unknown,,,,worms,borbetomagus,germany,germania superior,108820.0,,,49.630629948,8.3578659,settlement,civitas capital,14,406,maximum number of individuals,max,486,"ehmig, u. (2007). die rˆmischen amphoren im umland von mainz (frankfurter arch‰ologische schriften 5). wiesbaden."
460,5,14,chian/ oberaden 76,em - chios,wine,,1,em,chios,-50.0,50.0,anreppen,nan,germany,germania,108744.0,,,51.737959859,8.593170904,military,forward camp,4,9,minimum number of individuals,mni,284,"gonz·lez cesteros, h. and tremmel, b. (2015). les importations díamphores dans le camp legionairre díanreppen (westphalie, allemagne), sf…cag: actes du congrës de nyon 14ñ17 mai 2015, 343ñ52."
461,5,15,pompeii 38,em - cnidos,wine,192,1,em,cnidos,-150.0,10.0,anreppen,nan,germany,germania,108744.0,,,51.737959859,8.593170904,military,forward camp,4,9,minimum number of individuals,mni,284,"gonz·lez cesteros, h. and tremmel, b. (2015). les importations díamphores dans le camp legionairre díanreppen (westphalie, allemagne), sf…cag: actes du congrës de nyon 14ñ17 mai 2015, 343ñ52."
462,5,23,dressel 2-5,em - kos,wine,74,22,em,kos,-100.0,200.0,anreppen,nan,germany,germania,108744.0,,,51.737959859,8.593170904,military,forward camp,4,9,minimum number of individuals,mni,284,"gonz·lez cesteros, h. and tremmel, b. (2015). les importations díamphores dans le camp legionairre díanreppen (westphalie, allemagne), sf…cag: actes du congrës de nyon 14ñ17 mai 2015, 343ñ52."
463,5,31,camulodunum 184/rhodian,em - rhodes,wine,198,22,em,rhodes,-25.0,150.0,anreppen,nan,germany,germania,108744.0,,,51.737959859,8.593170904,military,forward camp,4,9,minimum number of individuals,mni,284,"gonz·lez cesteros, h. and tremmel, b. (2015). les importations díamphores dans le camp legionairre díanreppen (westphalie, allemagne), sf…cag: actes du congrës de nyon 14ñ17 mai 2015, 343ñ52."
464,5,41,dressel 2-4,gaul,wine,,1,gaul,,-30.0,200.0,anreppen,nan,germany,germania,108744.0,,,51.737959859,8.593170904,military,forward camp,4,9,minimum number of individuals,mni,284,"gonz·lez cesteros, h. and tremmel, b. (2015). les importations díamphores dans le camp legionairre díanreppen (westphalie, allemagne), sf…cag: actes du congrës de nyon 14ñ17 mai 2015, 343ñ52."
465,5,44,dressel 7-11,gaul,fish sauce,,1,gaul,,1.0,100.0,anreppen,nan,germany,germania,108744.0,,,51.737959859,8.593170904,military,forward camp,4,9,minimum number of individuals,mni,284,"gonz·lez cesteros, h. and tremmel, b. (2015). les importations díamphores dans le camp legionairre díanreppen (westphalie, allemagne), sf…cag: actes du congrës de nyon 14ñ17 mai 2015, 343ñ52."
466,5,58,oberaden 74,gaul,wine,122,2,gaul,,-25.0,1.0,anreppen,nan,germany,germania,108744.0,,,51.737959859,8.593170904,military,forward camp,4,9,minimum number of individuals,mni,284,"gonz·lez cesteros, h. and tremmel, b. (2015). les importations díamphores dans le camp legionairre díanreppen (westphalie, allemagne), sf…cag: actes du congrës de nyon 14ñ17 mai 2015, 343ñ52."
467,5,77,lyon 2/dressel 2-4,gaul - lyon,wine,,5,gaul,lyon,14.0,50.0,anreppen,nan,germany,germania,108744.0,,,51.737959859,8.593170904,military,forward camp,4,9,minimum number of individuals,mni,284,"gonz·lez cesteros, h. and tremmel, b. (2015). les importations díamphores dans le camp legionairre díanreppen (westphalie, allemagne), sf…cag: actes du congrës de nyon 14ñ17 mai 2015, 343ñ52."
468,5,79,lyon 3a,gaul - lyon,fish sauce,,15,gaul,lyon,50.0,150.0,anreppen,nan,germany,germania,108744.0,,,51.737959859,8.593170904,military,forward camp,4,9,minimum number of individuals,mni,284,"gonz·lez cesteros, h. and tremmel, b. (2015). les importations díamphores dans le camp legionairre díanreppen (westphalie, allemagne), sf…cag: actes du congrës de nyon 14ñ17 mai 2015, 343ñ52."
469,5,94,unknown,gaul - marseille,unknown,,2,gaul,marseille,,,anreppen,nan,germany,germania,108744.0,,,51.737959859,8.593170904,military,forward camp,4,9,minimum number of individuals,mni,284,"gonz·lez cesteros, h. and tremmel, b. (2015). les importations díamphores dans le camp legionairre díanreppen (westphalie, allemagne), sf…cag: actes du congrës de nyon 14ñ17 mai 2015, 343ñ52."
470,5,95,unknown,gaul - unknown,unknown,,1,gaul,unknown,,,anreppen,nan,germany,germania,108744.0,,,51.737959859,8.593170904,military,forward camp,4,9,minimum number of individuals,mni,284,"gonz·lez cesteros, h. and tremmel, b. (2015). les importations díamphores dans le camp legionairre díanreppen (westphalie, allemagne), sf…cag: actes du congrës de nyon 14ñ17 mai 2015, 343ñ52."
471,5,133,dressel 1b,italy,wine,61,7,italy,,-140.0,-15.0,anreppen,nan,germany,germania,108744.0,,,51.737959859,8.593170904,military,forward camp,4,9,minimum number of individuals,mni,284,"gonz·lez cesteros, h. and tremmel, b. (2015). les importations díamphores dans le camp legionairre díanreppen (westphalie, allemagne), sf…cag: actes du congrës de nyon 14ñ17 mai 2015, 343ñ52."
472,5,135,dressel 2-4,italy,wine,78,3,italy,,-70.0,200.0,anreppen,nan,germany,germania,108744.0,,,51.737959859,8.593170904,military,forward camp,4,9,minimum number of individuals,mni,284,"gonz·lez cesteros, h. and tremmel, b. (2015). les importations díamphores dans le camp legionairre díanreppen (westphalie, allemagne), sf…cag: actes du congrës de nyon 14ñ17 mai 2015, 343ñ52."
473,5,137,dressel 6a,italy - adriatic,fish sauce,95,1,italy,adriatic,-25.0,50.0,anreppen,nan,germany,germania,108744.0,,,51.737959859,8.593170904,military,forward camp,4,9,minimum number of individuals,mni,284,"gonz·lez cesteros, h. and tremmel, b. (2015). les importations díamphores dans le camp legionairre díanreppen (westphalie, allemagne), sf…cag: actes du congrës de nyon 14ñ17 mai 2015, 343ñ52."
474,5,178,maòa c/ vindonissa 592/ cintas 312/ pompei xl/ augst 61,north africa,fish sauce,219,2,northafrica,,1.0,125.0,anreppen,nan,germany,germania,108744.0,,,51.737959859,8.593170904,military,forward camp,4,9,minimum number of individuals,mni,284,"gonz·lez cesteros, h. and tremmel, b. (2015). les importations díamphores dans le camp legionairre díanreppen (westphalie, allemagne), sf…cag: actes du congrës de nyon 14ñ17 mai 2015, 343ñ52."
475,5,201,haltern 70,iberian peninsula - guadalquivir,defrutum or olives,127,24,iberianpeninsula,guadalquivir,-80.0,200.0,anreppen,nan,germany,germania,108744.0,,,51.737959859,8.593170904,military,forward camp,4,9,minimum number of individuals,mni,284,"gonz·lez cesteros, h. and tremmel, b. (2015). les importations díamphores dans le camp legionairre díanreppen (westphalie, allemagne), sf…cag: actes du congrës de nyon 14ñ17 mai 2015, 343ñ52."
476,5,202,haltern 71,iberian peninsula - guadalquivir,olive oil,,105,iberianpeninsula,guadalquivir,14.0,37.0,anreppen,nan,germany,germania,108744.0,,,51.737959859,8.593170904,military,forward camp,4,9,minimum number of individuals,mni,284,"gonz·lez cesteros, h. and tremmel, b. (2015). les importations díamphores dans le camp legionairre díanreppen (westphalie, allemagne), sf…cag: actes du congrës de nyon 14ñ17 mai 2015, 343ñ52."
